userId,restId,star,rating_env,rating_flavor,rating_service,comment
202,14,3,2,3,2,"偶尔去万国广场扫货的时候，基本都会去那边逛逛
超市很大，种类齐全，而且会有不少折扣的货品，性价比还是很高的
可以慢慢挑选，而且附近还有不少吃的地方，逛累了就可以歇会
"
205,14,2,2,2,2,"始终觉得距所定的价格不太抵，自从发生价格欺骗之后，我都好少去帮衬了。始终有点阴影。人流也少了
家阵好似搞了一个平价菜类的卖场，所以又吸引了大家去买。
"
275,14,3,3,2,3,"逛逛的地方很多很大，不过新闻爆料多次熟食等等的产品质量问题就真心的对家乐福好感不再了。。。外企对中国人就这么个样儿嘛？对外国人也许不是吧。。。
"
361,14,3,3,3,2,"搞的外国进口食品展,特意去买点的东西,却发现价格太贵了哟，
想买的巧克力比外面普通超市都要贵，红酒比便利店还贵哟，
"
362,14,4,4,3,4,"呢度行街好方便。靠近江南西
有时会又去好又多。又来家乐福。睇睇边度d野抵买
家乐福品种多好多。。选择多。可惜屋企唔系住呢附近。咪日日来买餸都得了
"
363,14,3,3,3,2,"这间家乐福有点小了，两层还环回，走一层还不能埋单要走完才行，这个很麻烦，如果我要买一支汽水就那么方便了~还有很多其它品牌的衣服~
"
364,14,4,3,3,2,"很喜欢这间超市，主要是离家很近且选择较多，每个周末都来逛一下。最喜欢这里的水果，很新鲜且品种多，价格实惠。另外，这里经常有食品打折，一定能挑到几样喜欢的。
"
365,14,5,4,4,4,"家乐福就是一家平民超市，比百佳，jusco，华润万家之类的，就是走的亲民路线了。
需要什么日用品，来这里就可以一站式购足了，而且比较之下就发现，每种商品的价格是比其他超市都要便宜的。
熟食之类的也是很新鲜，因为这个价格就不要要求太高了，比jusco的口味还是差一点。
进口的食品稍少一点。
是值得购足必需品的一家超市。
所以每次来万国，如果没有买到合适的衣服和鞋子，来这里转一圈，就满载而归了。
"
366,14,1,2,2,1,"因为家乐福超市离家最近，所以经常会去，但是那里人多，东西又不见得比别的地方便宜，怀孕的时候最怕去了，那里的服务员，别提有多恐怖
"
367,14,4,3,3,2,"自从有了家乐福在附近后我都很少去好又多了，觉得里面的东西还可以，比起好又多新鲜，又有很多促销活动，里面又明亮，不过最讨厌就是要排队结账了，其实我看到收银已经开了很多个通道了，不过还是很多人，气死！！
"
368,14,4,3,3,2,"最喜欢买家乐福的法式包吃,虽然好硬好难:""赵"",但是每次来到都一定会买的,3.9或者4.2就大大个,觉得越吃越好吃,每次买一个回去就马上被我成个消化了呢,正
"
369,14,3,4,4,4,"每次来这里的时候人都是挺多的，特别是早上的时候会见到不少年龄大的人等着开门买东西。常常有促销的东西，有的价格真是比较便宜了，周末的时候尤其人多，交款的地方都得排队，让人比较郁闷。
"
370,14,4,3,4,3,"觉得要买新鲜的肉类什么的，家乐福算是个很不错的选择。至少和华润，乐润比，肉类的柜台很大，东西也很齐全，很新鲜。晚上9点左右，肉类还会打折，很不错。
??红酒柜台的酒类很齐全，还有南非，智利的葡萄酒，买了一瓶南非的干白，不知道好不好喝。
??另外的东西和别的超市比大概就没什么特别之处了。
"
371,14,3,3,2,2,"其实我觉得广州的超市发展得不错了
普遍都有大规模的场地
地方也很贴近城区贴近车站
这家家乐福我是来得最多的
东西很多很全,不过有时侯因为地方太大了找一样东西也是比较难
尤其那里的员工有些还是不熟悉产品的摆放
促销的时候很便宜.其他的话相对于其他超市都一样了
不过要注意的是以往间中会出现标价不符的情况
电视都报道了,不知道有没有改善.
"
372,14,4,4,4,2,"其实喜欢家乐福的原因就是熟食很多，经常这个想吃，那个想吃，买了这样那样的熟食，到最后买单发现自己在干嘛？明明只是打算买点吃的填填肚子，却买了一堆吃的，哈哈！
"
373,14,4,3,3,2,"可能系因为我系呢见家乐福做过促销兼职啦。感觉很不错。很大。卖的又多。最紧要系更新得快，一层系用品，一层系食品和饮品。人流量很大。服务就一般啦。呵呵。。可能系辛苦了。长职的经常要义务加班。所以很辛苦的。具体对每个具体位置和促销优惠不明确。这么多背不下来啊哈。。但是这么多超市。算这家便宜的货品最多了。人流量大，很多代理商都来这里的。因此这里的促销特价特别多。和新市的家乐福可以比美了。在家乐福所有分店来比，新市和万国这两家分店是最多代理商去和搞活动的。但是万国的价格和新市的比起来 。万国便宜多了。上个礼拜去过一次。现在熟食还更多了呢哈。。不过就没有以前那么便宜了。很多东西都贵了点。呵呵~~~不过，我还是很喜欢去这家的。嘻嘻~~~
五多：活动多。促销多。优惠多。人流多。试吃多。嘻嘻~~~
"
212,14,3,3,3,3,"家乐福,和其他超市无差，我系见有特价的东西买的时候才会过来~有时他们特价的时候还是几抵的~环境还算可以~地头都OK，交通算系几方便的~
"
374,14,4,3,3,3,"对比个到附近嘅几间supermarket..都系中意家乐福多d..
因为比较大间..唔感逼..
不过过年过节行都系人头涌涌..
但系收银台反而开少左..有d郁闷..
琴日行完..见到距由d9.9嘅cookie..仲要系买一送一..
一大盒 有埋铁盒包装..除翻既系5蚊都5使就一盒..
抵到有d吓亲..落街去面包屋都买唔到啦..仲要有埋铁盒包装..
真系林唔明..唔敢买..ha
"
375,14,3,3,3,3,"以前都成日去家乐福扫货噶。。不过宜家少左啦。。
家乐福的确几便，有时仲抵过好又多，又比好又多大D同新D。。
最中意就系8、9点果阵去扫货，超级抵吖！水果熟食都系好便的。。
"
376,14,4,4,4,3,"这家家乐福里面的人气也是挺旺盛的，不过地方到不是有多大，好在各类的商品也是比较齐全的，这里一般就是以商品的价格来吸引顾客的，不少东西还真是便宜。
"
377,14,5,4,4,3,"那么多的超市最喜欢还是家乐福了``因为里面的东西很多``这段时间还发现多了很多外国的牌子产品`而且价格都好合理``
"
378,14,4,2,3,2,"感觉去超市基本可以满足噻逛街的需要，想买噶也基本都有，品种相对比较齐全，质量相对有保证，时不时还有D优惠，感觉还是不错的。
"
379,14,4,3,3,3,"次次埋单都好多人啊，伊家里面d野全部都5标原价同特价，所以我都5识比较究竟边d野系平野，不过似乎系比海印桥底间万佳平d
"
380,14,2,1,2,1,"每次去这里都被人流挤来挤去的，自从我发现百佳富景店后就再也不来这里了，除了来买特价鸡蛋。。。对比才知道家乐福的东西有多贵。。可能也许是个别的比百佳贵。。但管中窥豹可见一斑了。这里毫无购物的心情可言。。好乱啊。。。
"
381,14,3,4,4,3,"单讲价格，其实比其他超市贵一点，但是货也会好一点，像干货，生鲜，蔬菜水果，面包西饼的品质都很不错，场地则够大。
"
382,14,4,3,3,2,"与那么多加分店相比，最喜欢逛这家了，两层的面积足够大，而且卖食物的那层品种很丰富，节假日又常常有促销，热辣辣的熟食区每次走过都觉得很诱人，喜欢。
"
383,14,4,3,3,2,"很喜欢过去那里，因为东西很齐全，想要买的东西几乎都有，同时人气很旺盛，不过就是因为总是很多人，经常找不到位置停车~~
"
384,14,4,3,3,3,"广州的所有超市里面，我最喜欢的就是这一家了。东西很多而且还便宜。当然人气超旺的，如果周末开车去的话等车位都要等大半天的。
"
281,14,3,2,2,2,"每次来都超级多人.
周不时都会搞特价, 早上最多人了, 蔬菜, 肉同水果经常特价, 好多啊婆阿姨过来抢购.
进口食品也多. 但是五多敢系度买日用品, 对质量有所保留.
"
386,14,4,3,3,3,"只来过一次，两层太大了，找一样东西找了好久。
该有的都有。促销小姐也很热情。什么特价都会跟你讲清楚，让你尽快买回去先。
"
387,14,3,2,2,2,"东西很多，但都不是很便宜的，平时也很少优惠，不过去那里都是买些日常用品，还有就是去买一些22点以后半价的面包，不过都没什么好的，很多半价的都不怎么好的。只是日常用品就去那里买。
"
388,14,3,2,3,2,"超市面积很大，商品比价全，但里面环境不太好，很乱，商品摆放的到处都是。也许周围都是居民区的原因，里面人很多，这样就更应该加强管理，把环境弄好一点，才能让顾客舒服一些...
"
389,14,3,2,3,2,"报纸话家乐福开一间亏一间，我就觉得呢间同康王路果间都好多人啊，照计系唔会亏先岩噶！人超多，而在附近得距一间大型超市，唔怕无客源，万国广场D鞋啊衫啊都几平下，一家大细都有地方逛！唔错！楼上的萨莉亚吃野都好睇，行的肚饿的时候不失为一个好选择！
"
390,14,3,3,3,2,"商品很丰富，而且有比较高端的进口商品，如水果、红酒等。不过这里人太多了，排队结账要很久，而且这里在二三楼，付账在三楼，如果买东西不多我宁愿去好又多，比较方便。
"
391,14,4,3,3,3,"经常来的一间超市，每次都好多人，手推车比较多，想行快D睇下其它野都难，感觉比以前做特价少左，无甘平了，不过甘旺场唔做特价都好生意啦！
"
392,14,4,2,3,2,"最喜欢这里的熟食区，每次来必买食品是凉皮，比百佳的便宜，有时候还会买鸡腿什么的，嘻嘻，我是吃货，还蛮最喜欢这些的。环境还好，就是电梯比较难找~
"
393,14,4,3,3,3,"每个月都要来家乐福三四次，商场够大，商品很多，价格也很大众化。刷信用卡也很方便，有时买的东西分开2张信用卡来刷，职员也没意见。只是不能同一张信用卡刷2次。
"
394,14,4,3,4,3,"上次去是找朋友玩，刚好下雨，就进去家乐福逛逛，顺便买些零食。里面挺大的，很宽敞，不过滚动梯有点陡，怕怕。物品摆放整齐有序，归类清晰，最重要的是：物美价廉。。。哈哈，我最喜欢了。里面有些面包做得特别大，简直就是巨无霸，看起来很美味哦。逛了一大圈，买了不少物品，值啊~~
"
395,14,4,3,3,3,"很多东西都很便宜 蔬菜区品种很丰富，面包那边也很赏心悦目。周五去也不会很多人，总之就觉得不错了，要是住附近就真是不错啦
"
396,14,3,4,2,3,"这间大型超市有两层，二楼是卖日用品的，三楼是卖食品的。节假日嘅时候几乎会逼满晒人，D人好似唔使钱甘样买野，排队埋单都要等五至十分钟架。
"
398,14,3,2,3,2,"海珠区最出名既超市，亦都系广州最有印象既家乐福~~一年到头，无论系平时定系节假日，边个时段都甘多人既超市，真系算得上系超人气超市拉~~怪唔得感多牌子都抢注进驻里间超市拉~~
"
399,14,4,2,3,3,"东西齐全,货品比较适合中国家庭生活的方方面面,对这超市的熟食区是印象深刻啦,每回去都被种类繁多的吃的吸引,单身汉住附近就幸福鸟,随便都可以解决.
"
400,14,3,3,2,2,"有进口产品同外国口味面包卖葛超市，但系进口产品葛生产日期比较旧，而且种类无taste同jusco多，家乐福系法国品牌，有做法国面包同德国面包，意大利帕尼尼面包，所以好多外国人都会帮衬
"
401,14,3,3,3,2,"因为有卡就成日都会去买野，觉得比以前便左。但系卖进口货噶少左，以前有两排大架噶，宜家得一个角落喳，而且好贵。晚上去可以执下豆浆、豆腐之类噶特价，不过去得太晚又会俾人抢晒。成日去买速冻食品，果度种类都几多噶，不过糕点少嘀。中意果度噶烤鸭，包好晒噶，都基本系果只味，不过都系自己包好玩嘀，但系皮居然卖1蚊一张啊！唉，睇下几时去北京一定要去食原汁原味噶烤鸭。
"
284,14,3,2,3,2,"感觉这里的超市还蛮好的，比较实惠的，吸引了不少人过来这边购物的，加上呢度D产品质量还是可以的，超市里面的东西，好多都挺优惠的
"
402,14,5,4,4,3,"几乎每个星期都会带老婆跟小孩去??地方很大 东西非常齐全??且不定时有促销活动??去可以捡便宜??感觉比好X多那种超市高档
"
403,14,4,3,3,2,"我们经常去啦，牛奶和零食还好，和外边差不错价钱。晚上9点以后熟食特价，他家的烤鸡腿还是很好吃的，还有面包，凉菜都是。
"
404,14,3,2,2,2,"每次去逛超市都要买好多的东西，用的呀，吃的呀，统统都要买齐，很少去逛，觉得麻烦，这里面挺多东西的，一次就可以买齐所需要的东西，挺不错的
"
405,14,5,5,5,5,"挺喜欢来这买零食的！因为交通很方便啊!而且价格也挺便宜的！东西比其他超市便宜很多！品种也很齐全！更亲近平民！质量都很不错的噢！
"
406,14,3,2,3,2,"感觉这里的超市性价比是比较高的，都有不少人愿意过来这边买生活用品呢。附近的交通也是挺方便的，附近也有停车场的，人气挺旺
"
407,14,3,2,2,2,"家乐福在广州也算是一家大型的超市，商场。我就是住的离家乐福比较近的，平常休息我会跟朋友去逛逛。家乐福里面的东西存货也就一般般，不是很多，东西更新的有点少，不过里面够大，够宽敞
"
412,15,4,2,4,3,"离我们小区很近，购物方便，平均一周都要去一两次，不是去买菜，而是买日用家用，就是面积还不算大，环境没那么宽松。再来一层这么大的面积，购物环境就相对宽松多了。记得今年夏天买了台美的风扇（可能是尾货），回去用了几天发现点小问题，拿过去后，售货员很爽快就给换了。
"
423,15,4,2,3,2,"偶尔去，狭长型~地方不大人很多~哀~生意火啊~地段好，没办法~
上次买了几个苹果蛮好吃，老婆说的，
还有，买了几个寿司，3.8左右一个，买二送一，呵呵，还蛮好吃~
"
447,15,4,3,3,3,"推出会员卡之后就更会去得相对多一点了，下班的时候，如果还早就会走走再回家的！就番禺的超市，这家还是算比较贵的！但是有会员价的商品就会很实在！
"
452,15,3,2,3,2,"这里算是整个洛溪最大的超市吧
一直都是我们家经常去的
以后搬到新家以后就离更近了。。。。
感觉他们家的寿司比较划算
"
463,15,3,2,2,2,"周末超多人的，来看朋友顺便就就来了，这里算是整个洛溪最大的超市吧。朋友说她经常去的，
离得比较近，但感觉是挺小的。
"
464,15,3,3,3,3,"不错啦，就在楼下，很方便，就是一到周末人好鬼多，一般我都不太愿意去逛，整个广州的百佳我也没去过几个，就目前去的来说，这家的环境不算好
"
466,15,4,4,3,4,"家门口唯一一路公交线是经过洛溪的
所以去百佳挺方便
常在有特价的时候买卫生巾和洗头水
因为真的便宜很多，不是一般的特价
吃的买得比较多的是自制寿司，红豆饼
寿司现在3.8的买二送一，要是学一学吉之岛10块有四件就好了
不过，晚上买的话，要谨慎一点，因为不太新鲜了
我还喜欢在这里买奇异果
因为这里能买到靓的，虽然贵，但值得
电器也买过几样，服务还不错
现在，又有了优惠多的设点
我会更常去的
"
267,15,3,2,3,2,"每次一到洛溪新城首先看到地就系百佳. 个招牌非常醒目. 简直就系洛溪新城地标.
附近没乜大型超市,所以D人都集中晒来呢间. 不论几时都好多人
周不时都会做下特价, 不过食物方面就五多便, 尤其系青菜个D
而且里面系窄长型...环境五够阔
"
472,15,3,2,2,2,"广州市的百佳，一间接一间甘开，几乎到处都能见到百佳的身影，百佳里面的生鲜食品真系比较新鲜的，又干净，平时我都比较中意逛百佳
"
473,15,5,4,4,4,"去这家百佳坐一趟公交就可以去到了，所以经常去这里买日常用品。
这里的日用品做促销的时候价格非常有吸引力，而且经常有不同牌子的产品做促销，降价或买赠等，非常多的吸引力，所以经常让我超支～～汗一下
而且这里的货品的质量都值得信赖，所以我经常来光顾
"
475,15,3,3,2,2,"这家百佳还算挺大，天天人超多，周末更多，要是下班后去的话，估计你排完队埋单，已经可以吃宵夜了。。所以我很不喜欢收银台才那么几个。。产品品种不是很多，尤其是饼干类产品，可选择性比较少。然后水果蔬菜也比较少。价格挺贵的，而且都不常做促销活动，即使是国庆这么大的节日，也没有明显的促销活动。只是洛溪就这么一家大超市，又比较方便，也就有需要才来了。现在都不喜欢了，每次埋单都排好久。。
"
476,15,3,2,3,2,"几乎超市购物都会来呢度，好多人，地方较窄。。
不过一般的生活用品都有齐晒···
但系价格一般，无特别便··都无咩商品会吸引你特登过去买···
上次发左工资，顺便买左对百事鞋，点知之后挂系购物车，一时忘记拿，几分钟后翻来就唔见左啦，
之后登记左名，就无后文了，虽然知道应该无可能拿翻的，但系工作人员的不理会就真系几失望···
"
477,15,3,2,3,3,"那是跟着领导到洛溪出差
在等客户对方时，领导居然带我逛超市来打发时间
感觉这里的环境有点不那个
里面的规划设计也不够李理想
"
478,15,3,2,3,2,"它的出口离公车站还算有些距离，入门倒离公车站很近，每次我提着重死人的东西去赶公车。东西还算齐全，百佳里面算一般的，店面有些残旧。
"
479,15,4,3,3,3,"百佳几乎已经是洛溪新城的地标了，车从洛溪大桥一拐下来就可以看到，住在附近的人还是比较信赖百佳的，因为这里离市场比较远，我们的基本生活用品和食物都是在这里买的，这个超市比较小但是可以说是麻雀虽小五脏俱全那种吧，如果有留意的话，你会发觉得这里星期六日东西的价格比平时会贵一点，如果有时间买食物我会去好又多，买电器我会去苏宁，但是百佳呢，如果你需要它的时候就总是在你身边，里面可以刷信用卡充话费，有优惠多可以积分，星期六必有的产品试饮试食，搞活动有的赠品这里也一样不会少。
"
480,15,4,3,4,3,"光顾洛溪百佳超市有十年了，已经成了购物习惯了。
特色：洛溪地区的中心超市，虽然地方不大，还是长条形的，但因为交通方便，而且货物众多，品质保障，这里成了洛溪南浦人购物的场所。
昨天还在百佳买东西，还有挺多的推销员在化妆品区，直观推销自己的品牌，感觉不太好。
"
144,16,4,3,3,3,"去过几次，品种算很齐全，价格也可以。而且根绝活动很多，遇见了几次赠东西的。住在附近想买日用品的话还是不错的选择的。
"
239,16,3,2,2,1,"远，从市桥都不方便。
分分钟要转多趟车才去到。
如果买左洗衣粉，难道就提着转公交车吗？
真是折腾。
货品摆着有点乱，收钱的人又很少，排长队。
实在是一次不太爽的购物经验。
"
483,16,3,3,3,3,"番禺这家好又多不算在市桥的市中心，刚开始的时候人气很旺，营业面积很大，但也人头涌涌。现在有些门冷清，没那么多人了。好又多好多家都没以前那么好了。
"
440,16,5,3,3,3,"好又多出了名的便宜了，东西也很齐全，现在每天下了班回去经过那里去买菜，那里的菜都有特价哦，朋友们快快去看看吧
"
184,16,3,2,2,2,"地点太偏远了，交通非常不方便，但是很多人，次次都要排长队，的确如非很必要的话，不要来这里买，不然花了不少路费还要浪费很多时间
"
488,16,4,2,3,3,"就在我家附近的连锁超市，以前会觉得离市桥中心好远，现在有地铁加上公车终点站直达，方便了好多。东西齐全，菜肉鱼类日用品百货等等都非常齐全，价格也实惠。每晚6点多后，菜和面包都有大降价，超划算呢！比菜市场都还要便宜很多！不过唯一不太方便的就是改造后购物要先上3楼，然后再下来2楼，绕一圈。如果附近居民只为了去买个菜，单进出买菜这个步骤最起码都要快半小时，蛮费时间的。无奈附近楼盘实在没一个近的菜市场，最近都要去东江了，所以还是选择好又多方便吧
"
447,16,3,3,2,3,"几年前还是觉得好又多真的是好又多的，但现在超市的越来越来，好又多已经不怎么喜欢去了，番禺店的品牌越来越多，有种混杂的感觉，加上交通不怎么方便。
"
489,16,3,2,3,3,"以前是好有多的忠实FANS，但是自从今年好又多新装修后，感觉就没那么喜欢去了，因为它学了大润发，要从一楼逛上去，再下来才能买单，如果那天没那么多时间逛超市的话，真的是会让人感觉超级不爽！
"
493,16,3,3,3,3,"汽车总站，一落车就可以去买野，外表睇落真系唔似超市，不过，好又多D野都几便，经常有特价货，不过，就系地处偏僻左小小，坐车都嫌耐，
"
496,16,4,3,3,2,"因离家和工作的地方也很近，有时放工后也会逛一下。
不过通常会在他家的每期商品介绍书中看中才会出手。
特别一提就是那里的面包好便，味道也OK。
"
498,16,4,3,3,3,"好又多(番禺店)
好又多，出晒名啦。D嘢又便又多，但系有时距的收费果度有D麻烦，因为一多人的时候就要排好耐的队！
"
499,16,2,2,2,2,"这家好又多自从装修后就很少再去了。附近都是居民区，也就过去买个菜，还非得绕行到3楼。
或者在二楼走很远才进得去门。超级不方便。而且装修之后东西也贵了不少。很不爽。
"
502,16,4,3,3,2,"我地系好又多的忠实粉丝,番禺这间好又多地方都好大,但系感觉上就无以前甘多野买,D服务人员就多,但系你想问下的时侯就好难温到人,吾知点解,可能系某些促销的人多,不过期期的会员价的商品好快就无货,吾知系吾系商家为左吸引D人过黎买野将某些商品降低卖,去度的时侯根本就无货,真系郁闷,可能便宜的野轮吾到自已
"
362,16,4,4,4,3,"好又多成日都有特价野。。不过要睇睇日期先好买啊
距期期都寄特价会刊比我地噶。所以吸引到我地去帮衬距
有时夜晚仲有好多更加特价噶货品
"
503,16,3,2,2,2,"番禺广场附近，交通中算方便，仲有免费接驳车，交通车途径的地方市民更方便的。价钱适中，里面会员价特价商品有时都几抵，去过几次。
"
504,16,4,3,3,3,"这间超大不是一般的大，而且停车位也相当不错。每次去销售，都会买一大堆东西回家，原来是，觉得那里的东西值得信赖，最起码不会说出现过期或者什么坏的产品。特价也挺多的，希望好又多越做越旺。
"
505,16,3,4,3,3,"东西好齐全，基本上想要的都有~~~鸡蛋什么的都不比番禺其它超市贵！而且有免费的巴士，很是方便！值得一提的是他们那里的面包什么好吃！
不足之处大概是蔬菜类吧，有时真是买不下手，太烂的样子罗！
"
506,16,3,3,3,3,"细个每次翻番禺见到好又多就知道准备要落车了
一直都冇入过去，泡了住在附近的条马子之后，终于有机会进去逛逛
很大，种类齐全，进口的国产的应有尽有，一些你想不到的山寨货也可以在这里找到，挺不错！
"
507,16,4,2,3,2,"怎么说了,,交通好象不太方便,,只是里面的东西打特价的时候真的很划算了,记得那次去的时候,一整只鸡只要9.8,,,而且是刚刚出炉的,味道很好,,不过有免费的好又多公交车去,,这点还是做提挺好的,
"
479,16,3,2,2,2,"因为过年的时候收到朋友送的礼品卡所以第一次来这家好又多，之前听说是在市桥以为很近，没想到从洛溪过去坐了一个多钟头的车，离市中心还有很远的距离，不知道为什么设置在这里，这里虽说就在公交车站旁其实就只有两路车，车的间隔时间又很长，我们等13路车都等了差不多半个钟头，所以整体来说不是很方便，购物区是坐电梯上二楼，但是食品等又在一楼，下一到一楼买完东西，走得时候又必须回来二楼，没有什么指引的情况下，不知道出口在那里，第一次去比较尴尬，商品基本上和广州的没有什么两样，但是感觉冷藏食品的东西都没比较贵，没什么优惠。
"
508,16,2,3,2,2,"位置有点偏,去过几次都是同事自己开车去.
如果没有车子,不是很方便.
东西偏贵,质量和其他超市比,差不多.
后来听说被沃尔玛收购了,就不怎么愿去了.
总体来说,一般.
"
509,16,4,4,3,3,"有免费的班车可以到，也可以坐8路、13路车到
对我来说交通还是比较方便，地方也确实比较偏
种类还算齐全
可能是地方问题，人比较少！
"
512,17,4,2,3,2,"咋一看，这个超市好小阿，不是我认为的那种大超市，觉得只能称之为大的便利店，进去看了才知道日用品还是很全的，买了水果，感觉也不便宜啊，
"
513,17,3,2,1,2,"好又多，裸油多，一味cheap嘢多！
因为台资的关系，广东本土品牌比较少上架，这是很可惜的。这里一些商品折扣后还是蛮划算，我还见过夜晚有3折的冰鲜猪扇骨卖，黑黑的，不敢买。
腌制品一定是不太新鲜，譬如猪肚，有味鸡翅、腌牛肉等，还用辣椒遮掩那臭味，搞笑。不过超市都这样抠抠索索的，你不帮衬就是。
至于水果，也有好多笑话，同样黑美人西瓜，外面水果铺卖的就是比好又多的甜，选择供应商方面，很佩服好又多压缩成本的能力！
常买的鲜奶946ml，本土产品香满楼和燕塘都有，刚开始促销价格挺OK。下午开始，经常以促销为名，捆绑加送1-2盒，有的师奶一次扫三大盒香满楼。现在以946ml的香满楼高品质鲜牛奶，好又多已无促销价，实价11.50元，比较起华润万家的9.9元，裸油多贵到飞起了！
越来越发现好又多没什么优势，贵格即冲即食的燕麦片400克装，好又多卖7.7元，华润万家7元。还有红壳鸡蛋，世纪华联3.65元一斤，好又多4文几，双钱牌梧州龟苓膏6盒装，世纪华联12元随便买，好又多12.8元，而且是黄色会员价，吊起来卖。罄竹难书啊.........比较起来，高下立判！
货柜摆设很乱，标价不清，一不小心就吃亏。小数怕长计啊。
另外，传闻好友多夜晚是拉电闸的，意味着不少雪柜都停电6-8小时，我就买过融化后再结冰的饺子，后悔死了。你不信？摸摸那些卖牛奶的冰柜，都无甚冰冷感，估计就是15度的样子。唉，台资如此节约成本，只能写个“服”字。
好友多，有便宜还是可以捡，但要很仔细比较才行，那样的确很费神。宁愿不光顾了。
零售百货讲的是地头，唱衰它也没用，左青龙右白虎，淘金坑这的地头实在太好了，边个摆都赚钱。
"
517,17,4,2,3,2,"好又多现在是沃尔玛的啦~~标志都变蓝色了，会员卡也作废了
不过都有挺多东西做特价的，居然有郁美净卖了，也有其他国货卖
这几天苏泊尔22cm压力锅特价99一个，我提了一个回家~~
熟食什么的就一般般了，吃过几次都感觉不怎么样
"
518,17,3,2,2,3,"里面上二楼的楼梯很隐蔽，七拐八绕才找得到
蔬菜很不新鲜，水果还可以
有些小东西实在偏贵，比武汉贵很多
化妆品区没有相宜本草？：（
买的东西可以退，这点倒是不错
"
520,17,3,2,2,3,"这家好又多算比较小的了吧，货品没其他场得多。
???? 蔬菜水果虽然有时候比外面的市场便宜，但是不够新鲜咯。自从改成由wal-mart管理之后，东西涨价了很多啊。好像特价少了，没以前划算。
"
522,17,3,2,3,3,"我最常去的超市了，自我来广州大部分日用品都是在好又多买的，里面东西实惠；
这间显得比较乱一点，不过离我这里最近
"
530,17,3,2,2,2,"这家店的篮子很特别~抑或是我太久没去过好又多了？篮子除了手提外，底下还有一个轮子&一个长长的拖干，买了太多东西的时候可以直接将篮子放在地上拖~
其他货品没啥特别的，
埋单的时候服务员收多了1元钱，还要我自己去二楼服务台退...
好麻烦....
"
531,17,2,1,2,2,"印象中好又多这样的超市都是大卖场，这家店却别具一格。
刚进门的时候觉得超市好小，呵呵，越走发现里面越深入，真的有点像大家说的迷宫一样。
负一楼很不舒服，除了楼层低感觉压抑外，居然空调都没开，难道刚好坏了？
买完东西，赶紧走人。
不过对于住在周边的居民来说，这个大超市还是很方便的。
"
536,17,4,2,3,3,"因为住的地方没有大型超市，而好又多离得稍微近点，所以有时间就会和老婆跑到淘金的好又多去买家庭的生活用品。超市就是太小了，显得十分拥挤。
"
347,17,3,2,2,2,"门面不大，里面绕来绕去，实际上不小。
正因为绕来绕去，对于初来乍到的顾客，感觉不方便。
如果，想直奔一个目标，没有工作人员的帮助，很费劲。
"
548,17,3,1,3,2,"“好又多”入面嘎MINI版~~~~
应该都有好多年历史~~~所以装修有D陈旧，环境亦无其他分店宽敞舒服，
不过可能我少去好又多，发觉哩度D商品几有特色，好多调料同材料都有~~
系个买菜嘎好地方~！
"
463,17,3,2,2,2,"因为过来这边看朋友就一起来买东西罗，感觉就是一般的超市，没有什么特别，但是遇上搞特价的会比较划算。来过一次就没有来过了。
"
498,17,4,3,3,3,"好又多(淘金店)
好又多，出晒名啦。D嘢又便又多，但系有时距的收费果度有D麻烦，因为一多人的时候就要排好耐的队！
"
549,17,3,2,3,3,"经常来这里采购日常用品，离家挺近的，而且购物后，还可以坐小巴回家，很是方便。不足的地方就是每次去到都有一股很大的味道，身上也会染上一阵味道出来，非常不爽。
"
552,17,3,2,3,2,"因为近，所以成日都系度买野。环境就好麻麻啦，不过D野都几多，行超市最紧要就系多野拣，有着数，呢度都几好，经常有优惠商品。
"
314,17,4,2,3,3,"淘金的好又多最近一两年产品的性价比上好了不少，因为前两三年，在附近来了一间世纪联华和他竞争，以前的服务态度比较差，这些年有竞争了，好了不少...
"
270,17,3,2,3,3,"这里的好又多店面较细,上周我到淘金路那边办事,回来时我经过这里的好又多,进去买了一些面包与牛奶,这店面比较细,而且感觉里面的摆设比较乱,但是由于价格方面较实惠,前来购买日常用品的市民也较多! 那天我去交钱都要排队!
"
272,17,3,2,3,2,"尼间好又多，好窄的感觉，推住部手推车，经常出现“塞车”现在，所以宁愿那个小框框，地方偏窄，可能是淘金地段租金贵拉，呵呵，不过D野价格都比较适中，不过个二楼一旦转上去，就要避住你行一个大圈，这点不好
"
553,17,3,2,2,2,"时常在这里买东西啦。。但不是冲着他家东西或怎么样，只是它刚巧占了地利而已。。
空间属于那种狭长型的，两层楼。一楼主打食品，二楼主打生活用品。东西摆得比较凌乱，整体看上去不是很舒服！！
某人最爱是他家那个啥有机板栗啊，闻着挺香的，10元一袋挺便宜！
"
207,17,3,2,2,2,"好又多相对来说比一般超市多点特价商品，会员享受的优惠也不少，地方很窄，推车的话，不仅塞车，还会塞人。东西摆放真的很乱，无论那间分店，购物都有转到头晕的感觉。且商品质量几参差不齐，有的东西很抵买的，也有质量很流，价格又高的。那个密云有机栗以往比较钟爱，买到的出品却一次比一次差，最近买的几次都有很多坏掉的……所以下次会慎买了！还不如街边的出品！
"
554,17,3,1,2,2,"我常去的淘金的好又多，自我来广州大部分日用品都是在好又多买的，里面东西有部分还是实惠；这间显得比较乱一点，空气不流通,但离我家最近,
"
